Sitting _Force (N),Standing _Force (N),Walking_Force (N)
2.411071777,5.977851868,5.341651917
2.390632629,5.954856873,5.484733582
2.380409241,5.926750183,5.959960938
2.365081787,5.890975952,6.371322632
2.352302551,5.885871887,6.9921875
2.342086792,5.919082642,7.30644989
2.329307556,5.954856873,7.702476501
2.324195862,6.064720154,7.799560547
2.329307556,6.179695129,7.684585571
2.336975098,6.39176178,7.942642212
2.365081787,6.534835815,8.928871155
2.388076782,6.688140869,9.294242859
2.428955078,6.805671692,8.972312927
2.446838379,7.03817749,8.811347961
2.467277527,7.201690674,9.43221283
2.495384216,7.45463562,9.984092712
2.554145813,7.623268127,10.71482086
2.605247498,7.784233093,11.34334564
2.692115784,8.032066345,11.67038727
2.753440857,8.200698853,11.06996155
2.85308075,8.440872192,10.65605164
2.922065735,8.58139801,10.45932007
3.011497498,8.780685425,10.08628845
3.070259094,8.903327942,8.928871155
3.154571533,9.023406982,8.177703857
3.200561523,9.064292908,7.636047363
3.269546509,9.11794281,7.403541565
3.315536499,9.133277893,6.775009155
3.387077332,9.013191223,6.327880859
3.433067322,8.829231262,5.819442749
3.4713974,8.445976257,5.54094696
3.466285706,8.170036316,5.073379517
3.427963257,7.751022339,4.77444458
3.392189026,7.48274231,4.595596313
3.353866577,7.163368225,4.598152161
3.302764893,7.025398254,4.4320755
3.274658203,6.877212524,4.304321289
3.228668213,6.787780762,4.309432983
3.200561523,6.670257568,4.120361328
3.159683228,6.598716736,3.54548645
3.134132385,6.481185913,3.328315735
3.095809937,6.394317627,3.249107361
3.070259094,6.269119263,3.236335754
3.029380798,6.174583435,3.420295715
3.006385803,5.962516785,3.678352356
2.975723267,5.824546814,4.237892151
2.950172424,5.696800232,4.702903748
2.909294128,5.650810242,5.024833679
2.863304138,5.625259399,5.017166138
2.789207458,5.622703552,5.221572876
2.755996704,5.632926941,5.814331055
2.720222473,5.640586853,6.026397705
2.70489502,5.6431427,6.396865845
2.684455872,5.645698547,6.841438293
2.674232483,5.638031006,7.36265564
2.656349182,5.592041016,7.554283142
2.643577576,5.548606873,7.812339783
2.635910034,5.492401123,7.666702271
2.63079834,5.466850281,7.886436462
2.623130798,5.436187744,8.218582153
2.612915039,5.405532837,8.389770508
2.600135803,5.298217773,8.788352966
2.597587585,5.219017029,9.516525269
2.595031738,5.16280365,9.825675964
2.592475891,5.165359497,9.922767639
2.57459259,5.188354492,9.950874329
2.520935059,5.190910339,10.03518677
2.490272522,5.178131104,9.950874329
2.469833374,5.16280365,10.04285431
2.467277527,5.152587891,10.3034668
2.480056763,5.167915344,10.65094757
2.500495911,5.244567871,10.40055084
2.543930054,5.349319458,9.473091125
2.572036743,5.59715271,9.105171204
2.618026733,5.786224365,8.647827148
2.653793335,5.95741272,8.394882202
2.720222473,5.977851868,8.532852173
2.766212463,5.903755188,8.798568726
2.84286499,5.847541809,8.29523468
2.89907074,5.942077637,7.584945679
2.983390808,6.12348175,7.181251526
3.034492493,6.496513367,6.935974121
3.083030701,6.767341614,6.683029175
3.098365784,7.145484924,6.233352661
3.131576538,7.36265564,6.023841858
3.162239075,7.666702271,5.699356079
3.23122406,7.855773926,5.226676941
3.287437439,8.088279724,4.237892151
3.371749878,8.213478088,3.829093933
3.427963257,8.351448059,3.721786499
3.502052307,8.410209656,3.609367371
3.542938232,8.405097961,3.256774902
3.596588135,8.264572144,3.175018311
3.629806519,8.03717804,3.430511475
3.640022278,7.684585571,3.7396698
3.611923218,7.480186462,4.253227234
3.57359314,7.194030762,4.582817078
3.512275696,7.007514954,4.641586304
3.45350647,6.721351624,4.60836792
3.330871582,6.51184082,4.856201172
3.254219055,6.241012573,5.022277832
3.172462463,6.120925903,5.221572876
3.131576538,5.98551178,5.339096069
3.083030701,5.880760193,5.482177734
3.054931641,5.678916931,5.592041016
3.016601563,5.479621887,6.0493927
2.993606567,5.109146118,6.376426697
2.957839966,4.912414551,6.509292603
2.929733276,4.731010437,6.654922485
2.88885498,4.626251221,6.703468323
2.868415833,4.424407959,6.545059204
2.84286499,4.286437988,6.555282593
2.822425842,4.133140564,6.933418274
2.786651611,4.061599731,7.291122437
2.761100769,3.995170593,7.697364807
2.699783325,3.967063904,7.993743896
2.656349182,3.933853149,8.136825562
2.610359192,3.923629761,8.213478088
2.587364197,3.85975647,8.481750488
2.566925049,3.788215637,8.41532135
2.551597595,3.732002258,8.389770508
2.538818359,3.732002258,8.566062927
2.5286026,3.744781494,8.900772095
2.51071167,3.742225647,8.944206238
2.503051758,3.7396698,8.698921204
2.490272522,3.757553101,8.522628784
2.480056763,3.788215637,8.954421997
2.474945068,3.864868164,10.07351685
2.46472168,3.941513062,11.89522552
2.459617615,4.092262268,12.14562225
2.45450592,4.209793091,11.2641449
2.449394226,4.373306274,10.36478424
2.421287537,4.475509644,9.138381958
2.393180847,4.6824646,8.716812134
2.359970093,4.871536255,8.410209656
2.359970093,5.188354492,8.218582153
2.382965088,5.395309448,7.993743896
2.403404236,5.691688538,7.950309753
2.439170837,5.890975952,7.268127441
2.467277527,6.172027588,6.580825806
2.508155823,6.340660095,6.19757843
2.538818359,6.578277588,5.998291016
2.592475891,6.739242554,5.333992004
2.628242493,6.94619751,4.920082092
2.689567566,7.09438324,4.641586304
2.733001709,7.403541565,4.24811554
2.799430847,7.64881897,3.903190613
2.847976685,8.039733887,3.292541504
2.914405823,8.272239685,2.934844971
2.94506073,8.560951233,2.799430847
2.96295166,8.711700439,2.927177429
2.978279114,8.8777771,3.13924408
3.016601563,8.974861145,3.25933075
3.049819946,9.107727051,3.530158997
3.116249084,9.166488647,3.696235657
3.162239075,9.148605347,4.000282288
3.210784912,8.931427002,4.409080505
3.282325745,8.691261292,4.966072083
3.328315735,8.262016296,5.152587891
3.394744873,7.973304749,5.318656921
3.435623169,7.531288147,5.405532837
3.494392395,7.229797363,5.54094696
3.530158997,6.808227539,5.666137695
3.568481445,6.580825806,5.898643494
3.57359314,6.348327637,5.982955933
3.54548645,6.220573425,6.292114258
3.509719849,5.965072632,6.754570007
3.422851563,5.747901917,7.188919067
3.35131073,5.464294434,7.321777344
3.256774902,5.341651917,7.388206482
3.203117371,5.221572876,7.14037323
3.141799927,5.165359497,6.754570007
3.11113739,5.096374512,6.759681702
3.0651474,5.055496216,6.92830658
3.039596558,4.989067078,7.130157471
3.001274109,4.945632935,7.23235321
2.975723267,4.886863708,7.160812378
2.934844971,4.843429565,6.933418274
2.906738281,4.731010437,6.647262573
2.868415833,4.631362915,6.460746765
2.84286499,4.516387939,6.110710144
2.812202454,4.462738037,5.804107666
2.794319153,4.4141922,5.47706604
2.763656616,4.403968811,5.423416138
2.730445862,4.419296265,5.684020996
2.666572571,4.437187195,6.166915894
2.63079834,4.444847107,6.749458313
2.607803345,4.46018219,6.703468323
2.587364197,4.478065491,6.726463318
2.582252502,4.529167175,6.91809082
2.572036743,4.56237793,7.002403259
2.572036743,4.616035461,6.987075806
2.57459259,4.708015442,7.145484924
2.58480835,4.945632935,7.459747314
2.607803345,5.11681366,7.886436462
2.63079834,5.367202759,8.042289734
2.67678833,5.54094696,8.236473083
2.70489502,5.806663513,8.32334137
2.748329163,5.965072632,7.929870605
2.784095764,6.149032593,7.487854004
2.84286499,6.248680115,7.045837402
2.878631592,6.455635071,6.874656677
2.906738281,6.649810791,6.639595032
2.922065735,6.933418274,6.389205933
2.957839966,7.096939087,6.087715149
2.993606567,7.270675659,5.903755188
3.062591553,7.354995728,5.612487793
3.116249084,7.564506531,5.242012024
3.198013306,7.771461487,5.277778625
3.251663208,8.103607178,5.147476196
3.323204041,8.29523468,4.858757019
3.366638184,8.555847168,4.960960388
3.430511475,8.734695435,5.354431152
3.466285706,8.96975708,5.875648499
3.512275696,9.107727051,6.115821838
3.530158997,9.307014465,6.499069214
3.525047302,9.424545288,6.923202515
3.486724854,9.503746033,7.487854004
3.45350647,9.511413574,7.592605591
3.369194031,9.391326904,7.674369812
3.297653198,8.954421997,7.873657227
3.195457458,8.578842163,8.205810547
3.136688232,8.090835571,8.290122986
3.067703247,7.832778931,8.182815552
3.034492493,7.518516541,8.065284729
2.993606567,7.329444885,7.666702271
2.973167419,7.079055786,7.375434875
2.937400818,6.938529968,7.040725708
2.911849976,6.754570007,6.547615051
2.878631592,6.639595032,5.607376099
2.855636597,6.46585083,5.075935364
2.822425842,6.355987549,4.457626343
2.794319153,6.192466736,4.214897156
2.753440857,6.074935913,4.250671387
2.733001709,5.839881897,4.483177185
2.702339172,5.684020996,4.501060486
2.681900024,5.533279419,4.076927185
2.635910034,5.454071045,3.627250671
2.592475891,5.344207764,3.586372375
2.531150818,5.280334473,3.650245667
2.503051758,5.211349487,3.489280701
2.477500916,5.173027039,3.384521484
2.472389221,5.119369507,3.272102356
2.474945068,5.086151123,3.233779907
2.485160828,5.052940369,3.187789917
2.520935059,5.045272827,3.131576538
2.549041748,5.04271698,3.006385803
2.582252502,5.058052063,3.01915741
2.635910034,5.06060791,3.108581543
2.679344177,5.017166138,3.072814941
2.748329163,5.01461792,3.154571533
2.804542542,5.073379517,3.341087341
2.89907074,5.139808655,3.650245667
2.96295166,5.239456177,3.90574646
3.052375793,5.295661926,4.255783081
3.106033325,5.382537842,4.375862122
3.149467468,5.451522827,4.736122131
3.167350769,5.574157715,4.955848694
3.215896606,5.658477783,5.144920349
3.251663208,5.857765198,5.295661926
3.320648193,6.054496765,5.520507813
3.376861572,6.396865845,5.673805237
3.4713974,6.601272583,5.586936951
3.535270691,6.82611084,5.339096069
3.634918213,6.971740723,5.333992004
3.698791504,7.229797363,5.768341064
3.780548096,7.40864563,6.177139282
3.826538086,7.669258118,6.189910889
3.880195618,7.843002319,6.458190918
3.903190613,8.12915802,7.286010742
3.90574646,8.371887207,7.761238098
3.882751465,8.798568726,8.200698853
3.826538086,9.051513672,8.435760498
3.765220642,9.314682007,8.806236267
3.647689819,9.429656982,8.964645386
3.581260681,9.575286865,8.972312927
3.49949646,9.662162781,8.650382996
3.450958252,9.695373535,8.05506134
3.410072327,9.680046082,7.81489563
3.353866577,9.685157776,7.423980713
3.318092346,9.756690979,7.191474915
3.266998291,9.846122742,7.02028656
3.233779907,9.95854187,6.987075806
3.175018311,9.984092712,7.012626648
3.134132385,9.950874329,6.869544983
3.085586548,9.861450195,6.532287598
3.054931641,9.611061096,6.220573425
3.011497498,9.396438599,5.638031006
2.980834961,9.046401978,5.492401123
2.929733276,8.813896179,5.824546814
2.881187439,8.481750488,6.251235962
2.804542542,8.24924469,6.887428284
2.768768311,7.853218079,7.296226501
2.730445862,7.610496521,7.076499939
2.712562561,7.314117432,6.703468323
2.692115784,7.153152466,6.864433289
2.684455872,6.958969116,7.079055786
2.671676636,6.843994141,7.286010742
2.658905029,6.70602417,7.919647217
2.648681641,6.619155884,8.361663818
2.638465881,6.49395752,8.816452026
2.63079834,6.407089233,9.01574707
2.620582581,6.279342651,9.110282898
2.605247498,6.205245972,8.826675415
2.600135803,6.115821838,8.612052917
2.592475891,6.026397705,8.627388
2.587364197,5.827102661,8.351448059
2.559257507,5.727462769,8.172592163
2.531150818,5.627815247,7.904319763
2.51071167,5.566497803,7.74079895
2.51071167,5.497512817,7.725471497
2.533706665,5.400421143,7.756126404
2.579696655,5.339096069,7.413757324
2.610359192,5.229232788,7.035621643
2.666572571,5.152587891,6.453079224
2.710006714,5.029945374,6.154144287
2.776435852,4.963516235,6.228240967
2.822425842,4.897087097,6.468406677
2.89907074,4.866424561,6.854217529
2.952728271,4.764221191,7.168479919
3.029380798,4.662025452,7.390762329
3.083030701,4.557266235,7.275787354
3.154571533,4.529167175,6.948745728
3.203117371,4.524055481,6.877212524
3.256774902,4.526611328,7.09438324
3.254219055,4.53427124,7.377990723
3.215896606,4.544494629,7.705032349
3.187789917,4.572601318,7.559394836
3.141799927,4.613479614,7.280899048
3.118804932,4.718231201,7.342216492
3.088142395,4.833206177,7.416313171
3.070259094,5.050384521,7.36265564
3.044708252,5.167915344,7.357551575
3.029380798,5.267562866,7.587501526
2.996162415,5.331436157,7.692253113
2.973167419,5.464294434,7.30644989
2.94506073,5.579269409,6.930862427
2.927177429,5.758117676,6.818443298
2.909294128,5.873092651,6.864433289
2.883743286,5.988067627,6.805671692
2.863304138,6.136260986,6.652366638
2.830085754,6.210357666,6.404533386
2.801986694,6.3176651,6.353431702
2.735557556,6.404533386,6.07749176
2.689567566,6.555282593,5.661026001
2.63079834,6.670257568,5.32888031
2.600135803,6.823554993,5.226676941
2.572036743,6.938529968,4.999282837
2.551597595,7.181251526,4.932853699
2.5286026,7.377990723,4.989067078
2.515823364,7.656486511,5.137252808
2.492828369,7.817451477,5.298217773
2.480056763,8.05506134,5.47706604
2.462165833,8.210922241,5.885871887
2.449394226,8.453643799,5.885871887
2.43662262,8.635047913,5.714683533
2.428955078,8.926322937,5.747901917
2.421287537,9.092391968,5.865432739
2.416175842,9.212478638,5.860321045
2.416175842,9.245697021,5.768341064
2.413627625,9.335121155,5.724906921
2.40851593,9.429656982,5.747901917
2.416175842,9.582954407,5.867980957
2.446838379,9.654495239,5.888427734
2.48261261,9.708152771,5.862876892
2.543930054,9.713256836,5.898643494
2.589920044,9.639167786,5.783668518
2.664016724,9.521636963,5.592041016
2.712562561,9.255912781,5.543502808
2.763656616,9.04384613,5.658477783
2.84286499,8.783241272,5.776000977
2.896522522,8.351448059,5.890975952
2.980834961,8.093391418,6.230796814
3.034492493,7.779121399,6.378982544
3.118804932,7.613052368,6.353431702
3.177566528,7.375434875,6.46585083
3.249107361,7.183807373,7.063720703
3.272102356,6.841438293,7.485298157
3.295097351,6.606376648,7.674369812
3.320648193,6.287002563,7.536399841
3.361526489,6.09538269,7.492965698
3.402412415,5.788780212,7.710136414
3.484169006,5.566497803,8.320785522
3.535270691,5.277778625,8.780685425
3.599143982,5.127037048,9.317237854
3.634918213,4.950737,9.166488647
3.660461426,4.861312866,9.286575317
3.647689819,4.731010437,9.800132751
3.606811523,4.646697998,9.623832703
3.578704834,4.524055481,9.018302917
3.532714844,4.437187195,8.456199646
3.494392395,4.281326294,8.456199646
3.42540741,4.171463013,8.481750488
3.353866577,3.984947205,8.428092957
3.244003296,3.862312317,8.24924469
3.190345764,3.744781494,8.03717804
3.123916626,3.698791504,8.180259705
3.093254089,3.640022278,8.262016296
3.049819946,3.594032288,8.080612183
3.01915741,3.507164001,7.710136414
2.978279114,3.450958252,7.441864014
2.94506073,3.412628174,7.012626648
2.89907074,3.374305725,6.726463318
2.865859985,3.348754883,6.52973175
2.812202454,3.295097351,6.775009155
2.778991699,3.244003296,7.278343201
2.730445862,3.205673218,7.546615601
2.694671631,3.223556519,7.812339783
2.643577576,3.249107361,7.697364807
2.60269165,3.241447449,7.459747314
2.533706665,3.215896606,7.480186462
2.495384216,3.192901611,7.692253113
2.457061768,3.187789917,7.774017334
2.444282532,3.246551514,7.850662231
2.431510925,3.448402405,8.08316803
2.421287537,3.609367371,8.277351379
2.416175842,3.734558105,8.103607178
2.411071777,3.734558105,7.914535522
2.405960083,3.752441406,8.03717804
2.405960083,3.821426392,8.481750488
2.403404236,4.038604736,8.724472046
2.398292542,4.245559692,9.046401978
2.398292542,4.585372925,9.273796082
2.395736694,4.797439575,9.437316895
2.398292542,5.037612915,9.636611938
2.403404236,5.139808655,9.703041077
2.413627625,5.265007019,9.55229187
2.418731689,5.333992004,9.289131165
2.416175842,5.387641907,8.765357971
2.418731689,5.436187744,8.382102966
2.431510925,5.553718567,7.927314758
2.472389221,5.6431427,7.855773926
2.505607605,5.719795227,7.863441467
2.569480896,5.798995972,7.756126404
2.618026733,5.847541809,7.498077393
2.684455872,5.962516785,7.217025757
2.730445862,6.064720154,6.861877441
2.807090759,6.230796814,6.889984131
2.860748291,6.361099243,7.375434875
2.942512512,6.52973175,7.508293152
2.99105072,6.608932495,7.206802368
3.0651474,6.749458313,7.08416748
3.113693237,6.866989136,6.92830658
3.182678223,7.08416748,6.626815796
3.221008301,7.245132446,5.67124939
3.241447449,7.50062561,4.966072083
3.246551514,7.674369812,4.255783081
3.25933075,7.924758911,4.082038879
3.287437439,8.085723877,4.056488037
3.320648193,8.333557129,4.002838135
3.369194031,8.481750488,3.732002258
3.392189026,8.599281311,3.468841553
3.387077332,8.627388,3.177566528
3.364082336,8.678482056,3.146911621
3.320648193,8.727027893,3.131576538
3.292541504,8.742362976,3.054931641
3.244003296,8.614608765,3.080482483
3.205673218,8.239021301,3.407516479
3.146911621,7.965637207,3.749893188
3.108581543,7.579833984,4.110145569
3.052375793,7.349884033,4.212341309
3.011497498,7.043281555,4.421852112
2.929733276,6.859321594,4.669692993
2.863304138,6.654922485,4.914970398
2.781547546,6.343215942,4.981399536
2.733001709,6.210357666,5.390197754
2.681900024,6.059608459,5.76322937
2.651237488,5.967628479,6.000846863
2.615470886,5.83732605,6.059608459
2.597587585,5.753005981,6.087715149
2.57459259,5.638031006,6.005950928
2.55670166,5.563941956,5.755561829
2.533706665,5.454071045,5.699356079
2.523490906,5.38508606,5.760673523
2.505607605,5.290557861,5.620147705
2.495384216,5.234344482,5.515396118
2.490272522,5.16280365,5.696800232
2.487716675,5.137252808,5.788780212
2.485160828,5.119369507,5.686576843
2.472389221,5.109146118,5.666137695
2.451950073,5.073379517,5.801551819
2.416175842,5.047828674,5.982955933
2.403404236,4.935409546,6.023841858
2.416175842,4.812767029,6.0493927
2.43662262,4.710571289,6.10559845
2.48261261,4.720787048,6.327880859
2.523490906,4.868980408,6.473518372
2.582252502,5.035057068,6.453079224
2.618026733,5.28289032,6.289558411
2.687011719,5.436187744,6.120925903
2.735557556,5.632926941,5.949745178
2.812202454,5.747901917,5.592041016
2.863304138,5.926750183,5.543502808
2.942512512,6.046836853,5.673805237
2.998718262,6.166915894,5.745346069
3.083030701,6.335548401,5.824546814
3.123916626,6.453079224,5.926750183
3.15712738,6.642150879,5.980407715
3.172462463,6.759681702,5.898643494
3.210784912,6.966636658,6.041725159
3.241447449,7.109710693,6.159255981
3.307876587,7.280899048,6.131149292
3.356422424,7.388206482,6.118377686
3.435623169,7.531288147,6.182250977
3.489280701,7.602828979,6.366210938
3.553153992,7.62071228,6.532287598
3.578704834,7.536399841,6.695800781
3.583816528,7.301338196,7.017730713
3.558265686,7.145484924,7.398429871
3.527603149,6.981964111,7.441864014
3.468841553,6.877212524,7.883880615
3.433067322,6.649810791,7.791900635
3.371749878,6.455635071,6.823554993
3.307876587,6.108154297,6.279342651
3.187789917,5.83732605,5.52305603
3.121360779,5.387641907,5.114257813
3.03704071,5.04271698,5.157691956
2.996162415,4.416748047,5.344207764
2.939956665,4.0079422,4.971176147
2.901626587,3.586372375,4.511276245
2.847976685,3.42540741,4.365646362
2.807090759,3.302764893,4.503616333
2.75088501,3.256774902,4.544494629
2.715110779,3.208229065,4.375862122
2.669120789,3.118804932,3.938957214
2.643577576,3.024269104,3.622138977
2.60269165,2.778991699,3.369194031
2.582252502,2.538818359,3.504608154
2.559257507,2.137687683,3.647689819
2.543930054,1.907737732,3.583816528
2.497940063,1.685447693,3.663017273
2.459617615,1.616462708,4.043716431
2.418731689,1.583251953,4.24811554
2.398292542,1.580696106,4.541938782
2.380409241,1.555145264,4.82043457
2.372741699,1.537261963,5.298217773
2.375297546,1.570472717,5.707015991
2.380409241,1.608802795,6.729019165
2.380409241,1.672676086,7.582389832
2.382965088,1.721221924,8.48941803
2.388076782,1.800422668,8.688705444
2.398292542,1.861747742,8.721916199
2.413627625,1.95627594,8.790901184
2.459617615,2.025260925,8.854782104
2.492828369,2.137687683,8.824119568
2.543930054,2.211776733,8.752578735
2.582252502,2.326751709,8.819007874
2.623130798,2.403404236,9.243141174
2.643577576,2.505607605,9.664710999
2.692115784,2.55670166,10.13994598
2.730445862,2.597587585,10.29068756
2.794319153,2.612915039,10.58706665
2.847976685,2.671676636,10.6075058
2.942512512,2.725334167,10.32646179
3.006385803,2.809646606,10.3571167
3.103477478,2.863304138,10.75569916
3.159683228,2.91696167,10.98820496
3.246551514,2.996162415,11.34334564
3.302764893,3.054931641,11.61418152
3.384521484,3.144355774,11.36889648
3.435623169,3.208229065,10.97032166
3.507164001,3.295097351,11.13128662
3.535270691,3.353866577,11.27436066
3.507164001,3.461174011,11.10829163
3.450958252,3.530158997,10.78380585
3.358978271,3.571037292,10.76847076
3.302764893,3.558265686,11.43788147
3.251663208,3.560821533,12.02297974
3.190345764,3.588928223,12.40622711
3.154571533,3.66557312,12.55186462
3.108581543,3.721786499,12.10473633
3.075370789,3.790771484,11.55541229
3.026824951,3.846977234,11.16705322
2.996162415,3.969619751,11.00608826
2.955284119,4.084594727,10.55896759
2.934844971,4.278778076,10.10161591
2.904182434,4.424407959,9.677490234
2.878631592,4.65435791,9.52419281
2.840309143,4.797439575,9.263580322
2.801986694,4.96862793,9.388771057
2.743217468,5.063156128,10.41588593
2.712562561,5.244567871,10.80680084
2.674232483,5.40297699,10.27536011
2.658905029,5.68913269,9.830787659
2.638465881,5.885871887,9.475646973
2.628242493,6.080047607,9.544631958
2.620582581,6.358543396,10.05562592
2.612915039,6.491401672,10.63561249
2.610359192,6.51184082,11.34079742
2.612915039,6.417312622,11.40722656
2.615470886,6.22568512,11.16449738
2.618026733,6.074935913,10.93199158
2.623130798,5.732566833,10.71482086
2.633354187,5.456626892,10.46698761
2.661460876,5.111701965,9.963645935
2.679344177,4.937965393,9.002967834
2.710006714,4.692687988,8.486862183
2.740661621,4.521499634,7.840446472
2.773880005,4.299217224,7.418869019
2.822425842,4.163803101,6.877212524
2.868415833,3.964508057,6.634483337
2.942512512,3.841873169,6.287002563
2.993606567,3.680908203,6.013618469
3.080482483,3.59147644,5.691688538
3.134132385,3.461174011,5.571601868
3.213340759,3.356422424,5.691688538
3.266998291,3.210784912,5.860321045
3.346199036,3.141799927,5.786224365
3.399856567,3.060035706,5.538391113
3.479057312,3.014045715,5.04271698
3.514831543,2.947616577,4.705459595
3.532714844,2.909294128,4.429519653
3.530158997,2.858192444,4.424407959
3.527603149,2.819869995,4.725898743
3.51738739,2.755996704,4.937965393
3.484169006,2.712562561,5.124481201
3.448402405,2.671676636,5.44896698
3.399856567,2.615470886,5.612487793
3.366638184,2.579696655,5.586936951
3.310432434,2.500495911,6.10559845
3.274658203,2.459617615,6.532287598
3.218452454,2.446838379,6.976852417
3.175018311,2.446838379,7.155700684
3.118804932,2.439170837,7.342216492
3.083030701,2.431510925,7.490409851
3.029380798,2.411071777,7.827667236
2.988502502,2.400848389,8.494522095
2.906738281,2.398292542,8.520072937
2.855636597,2.398292542,8.262016296
2.817314148,2.400848389,8.098503113
2.773880005,2.398292542,7.615600586
2.753440857,2.390632629,7.240020752
2.727890015,2.365081787,7.04839325
2.720222473,2.301200867,7.252792358
2.712562561,2.275657654,7.666702271
2.702339172,2.275657654,7.896652222
2.684455872,2.28842926,8.246688843
2.67678833,2.319091797,8.32334137
2.661460876,2.349746704,8.218582153
2.653793335,2.398292542,8.468971252
2.648681641,2.439170837,9.421989441
2.641021729,2.513267517,9.605949402
2.633354187,2.569480896,8.887992859
2.628242493,2.67678833,8.53540802
2.60269165,2.75088501,8.545623779
2.579696655,2.865859985,8.714256287
2.569480896,2.919517517,8.819007874
2.587364197,2.952728271,8.548179626
2.625686646,3.034492493,7.692253113
2.661460876,3.11113739,7.288566589
2.720222473,3.238891602,6.923202515
2.763656616,3.333427429,6.514396667
2.830085754,3.461174011,5.507728577
2.873527527,3.540382385,4.751449585
2.94506073,3.647689819,4.061599731
2.988502502,3.709007263,3.698791504
3.057487488,3.800987244,3.251663208
3.106033325,3.867416382,2.763656616
3.180122375,3.969619751,2.641021729
3.228668213,4.028381348,2.671676636
3.274658203,4.082038879,2.850532532
3.310432434,4.089706421,3.333427429
3.302764893,4.105033875,3.721786499
3.266998291,4.151023865,4.322212219
3.236335754,4.255783081,4.738677979
3.195457458,4.329872131,5.464294434
3.169906616,4.4320755,6.120925903
3.13924408,4.495948792,6.800559998
3.121360779,4.585372925,6.741790771
3.093254089,4.621147156,7.010070801
3.070259094,4.605812073,7.209358215
3.031936646,4.56237793,7.045837402
3.011497498,4.475509644,7.132705688
2.978279114,4.419296265,7.457191467
2.955284119,4.317100525,7.587501526
2.924621582,4.214897156,7.459747314
2.909294128,4.0079422,7.434196472
2.881187439,3.875083923,7.36265564
2.860748291,3.7396698,7.040725708
2.799430847,3.663017273,6.958969116
2.753440857,3.550598145,7.206802368
2.702339172,3.479057312,7.674369812
2.67678833,3.379417419,8.03717804
2.651237488,3.320648193,8.402542114
2.641021729,3.251663208,8.553291321
2.633354187,3.221008301,9.028518677
2.633354187,3.180122375,9.503746033
2.628242493,3.144355774,9.636611938
2.618026733,3.090698242,9.337677002
2.610359192,3.067703247,9.002967834
2.597587585,3.057487488,8.382102966
2.589920044,3.042152405,8.262016296
2.582252502,2.996162415,8.481750488
2.579696655,2.904182434,8.645271301
2.582252502,2.873527527,8.90587616
2.579696655,2.850532532,9.143493652
2.564369202,2.840309143,9.396438599
2.541374207,2.827537537,9.227806091
2.490272522,2.822425842,8.913543701
2.467277527,2.824981689,8.760246277
2.459617615,2.827537537,8.665710449
2.46472168,2.827537537,8.732139587
2.492828369,2.827537537,8.670822144
2.515823364,2.830085754,8.486862183
2.549041748,2.840309143,7.738243103
2.572036743,2.858192444,7.145484924
2.610359192,2.878631592,6.174583435
2.643577576,2.927177429,5.632926941
2.699783325,2.985946655,5.824546814
2.735557556,3.044708252,5.967628479
2.786651611,3.070259094,5.333992004
2.830085754,3.177566528,4.899642944
2.891410828,3.266998291,4.38608551
2.927177429,3.417739868,4.013053894
2.955284119,3.530158997,3.857200623
2.957839966,3.703903198,4.230232239
2.983390808,3.829093933,4.856201172
3.00894165,4.002838135,4.690132141
3.062591553,4.11781311,4.283882141
3.106033325,4.296661377,4.288993835
3.152023315,4.4141922,4.508728027
3.223556519,4.590484619,4.766777039
3.269546509,4.713127136,4.861312866
3.333427429,4.84854126,5.086151123
3.374305725,5.068267822,5.517951965
3.430511475,5.211349487,5.93952179
3.466285706,5.359542847,5.993179321
3.51738739,5.428527832,6.412200928
3.537826538,5.55116272,6.713691711
3.527603149,5.645698547,6.941085815
3.502052307,5.816886902,7.071388245
3.430511475,5.95741272,7.321777344
3.366638184,6.195022583,7.48274231
3.279769897,6.36365509,7.513404846
3.233779907,6.588493347,7.469970703
3.169906616,6.713691711,7.418869019
3.136688232,6.854217529,7.18636322
3.093254089,6.889984131,6.619155884
3.067703247,6.831222534,6.332992554
3.026824951,6.695800781,6.138816833
2.998718262,6.389205933,6.07749176
2.96295166,6.164367676,5.954856873
2.939956665,5.798995972,5.832214355
2.909294128,5.584381104,5.773452759
2.88885498,5.362091064,5.850097656
2.868415833,5.252227783,5.901199341
2.855636597,5.132141113,5.684020996
2.817314148,5.068267822,5.127037048
2.776435852,4.983955383,4.899642944
2.727890015,4.937965393,4.713127136
2.70489502,4.863868713,4.557266235
2.679344177,4.812767029,4.621147156
2.658905029,4.761672974,5.024833679
2.653793335,4.669692993,5.333992004
2.651237488,4.60836792,5.602264404
2.653793335,4.526611328,5.592041016
2.651237488,4.480621338,5.1065979
2.646125793,4.403968811,4.769332886
2.641021729,4.327316284,4.695236206
2.641021729,4.179130554,4.983955383
2.646125793,4.105033875,5.678916931
2.656349182,4.033493042,5.965072632
2.684455872,4.015609741,6.281890869
2.707450867,3.995170593,6.591049194
2.740661621,3.987503052,7.125045776
2.748329163,4.0079422,7.360107422
2.753440857,4.041160583,6.902755737
2.771324158,4.09992218,6.279342651
2.814758301,4.156135559,6.136260986
2.847976685,4.255783081,6.22568512
2.906738281,4.319656372,5.722351074
2.950172424,4.434631348,5.40297699
3.026824951,4.516387939,5.38508606
3.080482483,4.641586304,5.436187744
3.15712738,4.708015442,5.558830261
3.205673218,4.794883728,5.750457764
